City,date,PM2.5,PM10,NO2,SO2
Cuttack,2015-04-15,22.0,62.0,29.0,2.0
Cuttack,2015-04-18,21.0,71.0,27.0,2.0
Cuttack,2015-04-22,26.0,73.0,28.0,2.0
Cuttack,2015-04-25,30.0,79.0,28.0,2.0
Cuttack,2015-04-29,26.0,76.0,30.0,2.0
Cuttack,2015-05-02,26.0,60.0,28.0,2.0
Cuttack,2015-05-06,35.0,75.0,26.0,2.0
Cuttack,2015-05-09,26.0,89.0,27.0,2.0
Cuttack,2015-05-13,22.0,67.0,27.0,2.0
Cuttack,2015-05-16,26.0,79.0,27.0,3.0
Cuttack,2015-05-20,30.0,76.0,26.0,2.0
Cuttack,2015-05-23,26.0,61.0,28.0,2.0
Cuttack,2015-05-27,30.0,61.0,29.0,2.0
Cuttack,2015-05-30,35.0,59.0,31.0,2.0
Cuttack,2015-06-03,35.0,67.0,30.0,2.0
Cuttack,2015-06-06,30.0,61.0,30.0,2.0
Cuttack,2015-06-10,26.0,60.0,28.0,2.0
Cuttack,2015-06-13,30.0,70.0,28.0,2.0
Cuttack,2015-06-17,26.0,61.0,30.0,2.0
Cuttack,2015-06-20,22.0,58.0,26.0,2.0
Cuttack,2015-06-24,26.0,63.0,28.0,2.0
Cuttack,2015-06-27,30.0,58.0,29.0,2.0
Cuttack,2015-07-01,26.0,62.0,28.0,2.0
Cuttack,2015-07-04,30.0,60.0,28.0,2.0
Cuttack,2015-07-08,29.0,59.0,27.0,2.0
Cuttack,2015-07-11,35.0,65.0,28.0,2.0
Cuttack,2015-07-15,30.0,73.0,28.0,2.0
Cuttack,2015-07-18,26.0,56.0,29.0,2.0
Cuttack,2015-07-22,34.0,59.0,28.0,2.0
Cuttack,2015-07-25,33.0,55.0,28.0,2.0
Cuttack,2015-07-29,30.0,56.0,29.0,2.0
Cuttack,2015-12-02,39.0,90.0,29.0,2.0
Cuttack,2015-12-05,43.0,83.0,31.0,4.0
Cuttack,2015-12-09,34.0,77.0,29.0,3.0
Cuttack,2015-12-12,51.0,81.0,29.0,3.0
Cuttack,2015-12-16,38.0,78.0,28.0,2.0
Cuttack,2015-12-19,56.0,95.0,29.0,2.0
Cuttack,2015-12-23,47.0,99.0,28.0,2.0
Cuttack,2015-12-26,34.0,94.0,30.0,2.0
Cuttack,2015-12-30,38.0,99.0,33.0,3.0
Konark,2015-02-20,26.0,80.0,11.0,2.0
Konark,2015-02-24,35.0,90.0,11.0,2.0
Konark,2015-02-26,18.0,58.0,12.0,2.0
Konark,2015-03-13,43.0,80.0,12.0,2.0
Konark,2015-03-17,60.0,94.0,11.0,2.0
Konark,2015-03-20,68.0,116.0,12.0,2.0
Konark,2015-03-30,23.0,42.0,11.0,2.0
Konark,2015-04-04,18.0,38.0,12.0,2.0
Konark,2015-04-07,11.0,28.0,10.0,2.0
Konark,2015-04-10,10.0,32.0,11.0,2.0
Konark,2015-04-16,27.0,64.0,13.0,2.0
Konark,2015-04-20,8.0,39.0,11.0,2.0
Konark,2015-04-25,9.0,36.0,11.0,2.0
Konark,2015-04-27,13.0,30.0,11.0,2.0
Konark,2015-04-29,10.0,36.0,12.0,2.0
Konark,2015-05-04,14.0,46.0,13.0,2.0
Konark,2015-05-07,12.0,51.0,12.0,2.0
Konark,2015-05-11,15.0,59.0,12.0,2.0
Konark,2015-05-14,10.0,39.0,12.0,2.0
Konark,2015-05-20,18.0,61.0,14.0,2.0
Konark,2015-05-25,15.0,54.0,11.0,2.0
Konark,2015-05-30,19.0,52.0,12.0,2.0
Konark,2015-06-02,9.0,32.0,10.0,2.0
Konark,2015-06-05,9.0,40.0,10.0,2.0
Konark,2015-06-09,10.0,60.0,14.0,2.0
Konark,2015-06-11,9.0,55.0,19.0,2.0
Konark,2015-06-16,24.0,72.0,11.0,2.0
Konark,2015-06-19,7.0,48.0,11.0,2.0
Konark,2015-06-23,12.0,45.0,12.0,2.0
Konark,2015-06-30,12.0,36.0,12.0,2.0
Konark,2015-08-03,29.0,92.0,12.0,2.0
Konark,2015-08-07,25.0,85.0,11.0,2.0
Konark,2015-08-10,36.0,96.0,11.0,2.0
Konark,2015-08-12,40.0,94.0,12.0,2.0
Konark,2015-08-17,32.0,81.0,11.0,2.0
Konark,2015-08-20,22.0,72.0,13.0,2.0
Konark,2015-08-27,20.0,68.0,13.0,2.0
Konark,2015-09-01,18.0,67.0,14.0,2.0
Konark,2015-09-07,32.0,106.0,15.0,2.0
Konark,2015-09-10,31.0,104.0,17.0,2.0
Konark,2015-09-15,21.0,53.0,15.0,2.0
Konark,2015-09-21,24.0,74.0,13.0,2.0
Konark,2015-09-25,52.0,106.0,17.0,2.0
Konark,2015-09-29,40.0,129.0,15.0,2.0
Konark,2015-10-03,33.0,78.0,13.0,2.0
Konark,2015-10-06,37.0,90.0,13.0,2.0
Konark,2015-10-08,26.0,76.0,13.0,2.0
Konark,2015-10-17,38.0,99.0,15.0,2.0
Konark,2015-10-28,44.0,116.0,16.0,2.0
Konark,2015-11-02,21.0,75.0,11.0,2.0
Konark,2015-11-05,25.0,59.0,11.0,2.0
Konark,2015-11-11,85.0,157.0,20.0,5.0
Konark,2015-11-16,46.0,110.0,13.0,2.0
Konark,2015-11-19,50.0,132.0,14.0,2.0
Konark,2015-11-23,49.0,122.0,14.0,2.0
Konark,2015-12-01,47.0,123.0,15.0,2.0
Konark,2015-12-03,62.0,91.0,15.0,2.0
Konark,2015-12-07,61.0,89.0,15.0,2.0
Konark,2015-12-09,48.0,117.0,16.0,2.0
Konark,2015-12-14,30.0,66.0,10.0,2.0
Konark,2015-12-17,66.0,121.0,17.0,2.0
Konark,2015-12-21,31.0,69.0,11.0,2.0
Konark,2015-12-23,67.0,147.0,15.0,2.0
Konark,2015-12-28,63.0,160.0,19.0,2.0
Konark,2015-12-31,55.0,127.0,18.0,2.0
Puri,2015-09-21,8.0,54.0,15.0,2.0
Puri,2015-09-25,14.0,36.0,15.0,2.0
Puri,2015-09-28,14.0,60.0,18.0,2.0
Puri,2015-10-05,7.0,56.0,13.0,2.0
Puri,2015-10-13,14.0,56.0,14.0,2.0
Puri,2015-10-16,9.0,56.0,13.0,2.0
Puri,2015-10-30,11.0,41.0,11.0,2.0
Puri,2015-11-06,14.0,52.0,17.0,2.0
Puri,2015-11-11,97.0,182.0,20.0,11.0
Puri,2015-11-17,19.0,79.0,16.0,2.0
Puri,2015-11-19,58.0,150.0,17.0,2.0
Puri,2015-09-22,10.0,34.0,13.0,2.0
Puri,2015-09-25,10.0,43.0,13.0,2.0
Puri,2015-09-28,18.0,49.0,17.0,2.0
Puri,2015-10-06,12.0,51.0,13.0,2.0
Puri,2015-10-14,10.0,61.0,13.0,2.0
Puri,2015-10-16,13.0,61.0,11.0,2.0
Puri,2015-10-30,13.0,48.0,11.0,2.0
Puri,2015-11-03,10.0,49.0,15.0,2.0
Puri,2015-11-06,18.0,61.0,17.0,2.0
Puri,2015-11-11,177.0,219.0,19.0,10.0
Puri,2015-11-17,20.0,92.0,11.0,2.0
Puri,2015-11-20,22.0,126.0,18.0,2.0
Puri,2015-11-23,24.0,122.0,15.0,2.0
Puri,2015-11-27,29.0,93.0,12.0,2.0
Puri,2015-11-30,17.0,114.0,18.0,2.0
Puri,2015-12-04,28.0,100.0,25.0,2.0
Puri,2015-12-07,11.0,83.0,19.0,2.0
Puri,2015-12-10,39.0,123.0,23.0,2.0
Puri,2015-12-15,34.0,151.0,16.0,2.0
Puri,2015-12-18,31.0,116.0,16.0,2.0
Puri,2015-12-22,46.0,135.0,25.0,2.0
Puri,2015-12-24,64.0,152.0,18.0,2.0
Puri,2015-12-28,61.0,191.0,25.0,2.0
Puri,2015-12-31,76.0,170.0,21.0,2.0
Kalinga Nagar,2015-01-02,34.0,85.0,10.0,2.0
Kalinga Nagar,2015-01-07,39.0,100.0,10.0,2.0
Kalinga Nagar,2015-01-09,41.0,96.0,10.0,2.0
Kalinga Nagar,2015-01-13,46.0,76.0,10.0,2.0
Kalinga Nagar,2015-01-15,39.0,92.0,10.0,2.0
Kalinga Nagar,2015-01-19,48.0,84.0,10.0,2.0
Kalinga Nagar,2015-01-22,50.0,82.0,10.0,2.0
Kalinga Nagar,2015-01-27,43.0,101.0,10.0,2.0
Kalinga Nagar,2015-01-29,46.0,84.0,10.0,2.0
Kalinga Nagar,2015-02-02,46.0,104.0,10.0,2.0
Kalinga Nagar,2015-02-05,58.0,87.0,10.0,2.0
Kalinga Nagar,2015-02-09,31.0,80.0,10.0,2.0
Kalinga Nagar,2015-02-12,54.0,110.0,10.0,2.0
Kalinga Nagar,2015-02-16,38.0,113.0,10.0,2.0
Kalinga Nagar,2015-02-19,30.0,116.0,10.0,2.0
Kalinga Nagar,2015-02-23,34.0,84.0,10.0,2.0
Kalinga Nagar,2015-02-26,41.0,83.0,10.0,2.0
Kalinga Nagar,2015-03-02,45.0,81.0,10.0,2.0
Kalinga Nagar,2015-03-05,43.0,101.0,10.0,2.0
Kalinga Nagar,2015-03-09,47.0,104.0,10.0,2.0
Kalinga Nagar,2015-03-12,51.0,101.0,10.0,2.0
Kalinga Nagar,2015-03-16,49.0,104.0,10.0,2.0
Kalinga Nagar,2015-03-19,42.0,105.0,10.0,2.0
Kalinga Nagar,2015-03-23,47.0,86.0,10.0,2.0
Kalinga Nagar,2015-03-26,52.0,87.0,10.0,2.0
Kalinga Nagar,2015-03-30,48.0,96.0,10.0,2.0
Kalinga Nagar,2015-04-02,34.0,88.0,10.0,2.0
Kalinga Nagar,2015-04-04,37.0,93.0,10.0,2.0
Kalinga Nagar,2015-04-07,41.0,102.0,10.0,2.0
Kalinga Nagar,2015-04-09,37.0,87.0,10.0,2.0
Kalinga Nagar,2015-04-16,44.0,89.0,11.0,2.0
Kalinga Nagar,2015-04-17,40.0,104.0,10.0,2.0
Kalinga Nagar,2015-04-21,39.0,85.0,10.0,2.0
Kalinga Nagar,2015-04-22,42.0,86.0,10.0,2.0
Kalinga Nagar,2015-04-28,45.0,90.0,10.0,2.0
Kalinga Nagar,2015-05-05,33.0,97.0,10.0,2.0
Kalinga Nagar,2015-05-07,39.0,86.0,10.0,2.0
Kalinga Nagar,2015-05-12,35.0,79.0,10.0,2.0
Kalinga Nagar,2015-05-14,40.0,92.0,10.0,2.0
Kalinga Nagar,2015-05-19,41.0,93.0,10.0,2.0
Kalinga Nagar,2015-05-21,37.0,81.0,10.0,2.0
Kalinga Nagar,2015-05-26,36.0,86.0,10.0,2.0
Kalinga Nagar,2015-05-28,40.0,96.0,10.0,2.0
Kalinga Nagar,2015-05-29,43.0,99.0,10.0,2.0
Kalinga Nagar,2015-06-02,43.0,85.0,10.0,2.0
Kalinga Nagar,2015-06-04,37.0,80.0,10.0,2.0
Kalinga Nagar,2015-06-08,39.0,79.0,10.0,2.0
Kalinga Nagar,2015-06-09,42.0,95.0,10.0,2.0
Kalinga Nagar,2015-06-18,35.0,77.0,10.0,2.0
Kalinga Nagar,2015-06-19,39.0,81.0,10.0,2.0
Kalinga Nagar,2015-06-23,44.0,96.0,10.0,2.0
Kalinga Nagar,2015-06-25,40.0,77.0,10.0,2.0
Kalinga Nagar,2015-06-30,43.0,92.0,10.0,2.0
Kalinga Nagar,2015-07-01,35.0,85.0,10.0,2.0
Kalinga Nagar,2015-07-06,38.0,91.0,10.0,2.0
Kalinga Nagar,2015-07-08,43.0,82.0,10.0,2.0
Kalinga Nagar,2015-07-09,40.0,85.0,10.0,2.0
Kalinga Nagar,2015-07-14,44.0,94.0,10.0,2.0
Kalinga Nagar,2015-07-16,39.0,100.0,10.0,2.0
Kalinga Nagar,2015-07-21,42.0,87.0,10.0,2.0
Kalinga Nagar,2015-07-23,41.0,92.0,10.0,2.0
Kalinga Nagar,2015-07-28,38.0,82.0,10.0,2.0
Kalinga Nagar,2015-08-04,38.0,85.0,10.0,2.0
Kalinga Nagar,2015-08-06,40.0,89.0,10.0,2.0
Kalinga Nagar,2015-08-11,37.0,82.0,10.0,2.0
Kalinga Nagar,2015-08-13,42.0,95.0,10.0,2.0
Kalinga Nagar,2015-08-18,44.0,97.0,10.0,2.0
Kalinga Nagar,2015-08-20,38.0,81.0,10.0,2.0
Kalinga Nagar,2015-08-25,39.0,86.0,10.0,2.0
Kalinga Nagar,2015-08-27,40.0,86.0,10.0,2.0
Kalinga Nagar,2015-08-31,41.0,90.0,10.0,2.0
Kalinga Nagar,2015-09-01,41.0,83.0,10.0,2.0
Kalinga Nagar,2015-09-03,37.0,81.0,10.0,2.0
Kalinga Nagar,2015-09-08,39.0,84.0,10.0,2.0
Kalinga Nagar,2015-09-10,43.0,86.0,10.0,2.0
Kalinga Nagar,2015-09-15,38.0,83.0,10.0,2.0
Kalinga Nagar,2015-09-16,42.0,84.0,10.0,2.0
Kalinga Nagar,2015-09-22,49.0,89.0,10.0,2.0
Kalinga Nagar,2015-09-24,42.0,74.0,10.0,2.0
Kalinga Nagar,2015-09-29,46.0,90.0,10.0,2.0
Kalinga Nagar,2015-10-01,39.0,88.0,10.0,2.0
Kalinga Nagar,2015-10-06,40.0,86.0,10.0,2.0
Kalinga Nagar,2015-10-08,42.0,100.0,10.0,2.0
Kalinga Nagar,2015-10-13,41.0,91.0,10.0,2.0
Kalinga Nagar,2015-10-15,39.0,85.0,10.0,2.0
Kalinga Nagar,2015-10-19,40.0,88.0,10.0,2.0
Kalinga Nagar,2015-10-28,44.0,96.0,10.0,2.0
Kalinga Nagar,2015-11-03,41.0,94.0,10.0,2.0
Kalinga Nagar,2015-11-06,38.0,87.0,10.0,2.0
Kalinga Nagar,2015-11-11,44.0,103.0,11.0,2.0
Kalinga Nagar,2015-11-13,43.0,96.0,10.0,2.0
Kalinga Nagar,2015-11-17,39.0,87.0,10.0,2.0
Kalinga Nagar,2015-11-19,39.0,86.0,10.0,2.0
Kalinga Nagar,2015-11-23,41.0,92.0,10.0,2.0
Kalinga Nagar,2015-11-26,36.0,86.0,10.0,2.0
Kalinga Nagar,2015-11-30,38.0,88.0,10.0,2.0
Kalinga Nagar,2015-12-01,38.0,97.0,10.0,2.0
Kalinga Nagar,2015-12-03,40.0,99.0,10.0,2.0
Kalinga Nagar,2015-12-08,42.0,105.0,10.0,2.0
Kalinga Nagar,2015-12-10,37.0,95.0,10.0,2.0
Kalinga Nagar,2015-12-15,35.0,92.0,10.0,2.0
Kalinga Nagar,2015-12-17,40.0,99.0,10.0,2.0
Kalinga Nagar,2015-12-22,38.0,90.0,10.0,2.0
Kalinga Nagar,2015-12-26,39.0,97.0,10.0,2.0
Kalinga Nagar,2015-12-29,39.0,98.0,10.0,2.0
Chennai,2015-03-03,47.0,60.0,15.0,14.0
Chennai,2015-03-05,28.0,48.0,16.0,13.0
Chennai,2015-03-10,24.0,47.0,15.0,14.0
Chennai,2015-03-12,18.0,36.0,13.0,14.0
Chennai,2015-03-17,38.0,59.0,15.0,12.0
Chennai,2015-03-19,32.0,52.0,15.0,10.0
Chennai,2015-03-24,35.0,58.0,12.0,12.0
Chennai,2015-03-26,22.0,45.0,13.0,14.0
Chennai,2015-03-31,21.0,39.0,16.0,10.0
Chennai,2015-05-05,20.0,33.0,17.0,12.0
Chennai,2015-05-07,24.0,36.0,15.0,13.0
Chennai,2015-05-12,30.0,44.0,13.0,15.0
Chennai,2015-05-14,29.0,41.0,17.0,12.0
Chennai,2015-05-19,38.0,57.0,18.0,15.0
Chennai,2015-05-21,37.0,42.0,13.0,11.0
Chennai,2015-05-26,29.0,42.0,14.0,12.0
Chennai,2015-05-28,42.0,48.0,18.0,12.0
Chennai,2015-06-02,42.0,64.0,17.0,12.0
Chennai,2015-06-04,38.0,59.0,19.0,13.0
Chennai,2015-06-09,19.0,36.0,22.0,16.0
Chennai,2015-06-11,26.0,49.0,16.0,12.0
Chennai,2015-06-18,24.0,47.0,17.0,14.0
Chennai,2015-06-23,36.0,50.0,21.0,13.0
Chennai,2015-06-25,34.0,53.0,16.0,11.0
Chennai,2015-06-30,28.0,40.0,21.0,11.0
Chennai,2015-07-02,32.0,56.0,18.0,13.0
Chennai,2015-07-07,38.0,61.0,19.0,12.0
Chennai,2015-07-09,30.0,49.0,18.0,14.0
Chennai,2015-07-14,28.0,42.0,16.0,15.0
Chennai,2015-07-16,22.0,40.0,15.0,11.0
Chennai,2015-07-21,26.0,43.0,16.0,11.0
Chennai,2015-07-23,20.0,38.0,19.0,13.0
Chennai,2015-07-28,38.0,51.0,16.0,11.0
Chennai,2015-08-04,24.0,44.0,15.0,12.0
Chennai,2015-08-06,19.0,42.0,17.0,14.0
Chennai,2015-08-11,33.0,52.0,17.0,14.0
Chennai,2015-08-18,28.0,42.0,16.0,14.0
Chennai,2015-08-20,22.0,64.0,18.0,17.0
Chennai,2015-08-25,42.0,64.0,14.0,13.0
Chennai,2015-08-27,18.0,29.0,17.0,15.0
Chennai,2015-10-01,25.0,41.0,17.0,11.0
Chennai,2015-10-06,21.0,33.0,16.0,12.0
Chennai,2015-10-08,26.0,42.0,15.0,14.0
Chennai,2015-10-13,30.0,44.0,17.0,11.0
Chennai,2015-10-15,24.0,39.0,18.0,12.0
Chennai,2015-10-20,18.0,28.0,13.0,15.0
Chennai,2015-10-27,20.0,34.0,17.0,12.0
Chennai,2015-10-29,15.0,28.0,15.0,14.0
Chennai,2015-11-03,28.0,40.0,16.0,11.0
Chennai,2015-11-05,17.0,27.0,18.0,12.0
Chennai,2015-11-10,18.0,30.0,24.0,18.0
Chennai,2015-11-12,16.0,28.0,17.0,14.0
Chennai,2015-11-17,18.0,28.0,14.0,13.0
Chennai,2015-11-19,25.0,41.0,16.0,12.0
Chennai,2015-11-24,21.0,36.0,16.0,13.0
Chennai,2015-11-26,26.0,42.0,14.0,14.0
Chennai,2015-12-03,18.0,36.0,12.0,11.0
Chennai,2015-12-08,26.0,46.0,12.0,12.0
Chennai,2015-12-15,20.0,37.0,14.0,13.0
Chennai,2015-12-17,17.0,32.0,15.0,15.0
Chennai,2015-12-22,18.0,32.0,16.0,14.0
Chennai,2015-12-29,25.0,44.0,17.0,12.0
Chennai,2015-12-31,23.0,39.0,13.0,12.0
Coimbatore,2015-05-05,50.0,79.0,28.0,4.0
Coimbatore,2015-05-08,38.0,41.0,25.0,4.0
Coimbatore,2015-05-22,43.0,35.0,25.0,4.0
Coimbatore,2015-05-26,35.0,31.0,24.0,4.0
Coimbatore,2015-05-29,26.0,29.0,30.0,5.0
Coimbatore,2015-06-09,17.0,37.0,27.0,4.0
Coimbatore,2015-06-12,36.0,37.0,31.0,4.0
Coimbatore,2015-06-16,33.0,37.0,22.0,6.0
Coimbatore,2015-06-19,17.0,32.0,24.0,5.0
Coimbatore,2015-07-17,26.0,36.0,28.0,5.0
Coimbatore,2015-07-21,23.0,36.0,25.0,5.0
Coimbatore,2015-07-24,14.0,24.0,25.0,3.0
Coimbatore,2015-07-28,14.0,42.0,22.0,5.0
Coimbatore,2015-08-04,17.0,49.0,31.0,3.0
Coimbatore,2015-08-07,36.0,46.0,26.0,3.0
Coimbatore,2015-08-11,40.0,43.0,34.0,3.0
Coimbatore,2015-08-18,57.0,65.0,52.0,7.0
Coimbatore,2015-08-25,21.0,39.0,37.0,6.0
Coimbatore,2015-10-06,21.0,44.0,30.0,4.0
Coimbatore,2015-10-09,29.0,35.0,25.0,6.0
Coimbatore,2015-10-13,40.0,46.0,30.0,6.0
Coimbatore,2015-10-16,82.0,64.0,21.0,5.0
Coimbatore,2015-10-20,37.0,40.0,22.0,3.0
Coimbatore,2015-10-23,54.0,53.0,35.0,4.0
Coimbatore,2015-10-27,49.0,46.0,33.0,4.0
Coimbatore,2015-10-30,50.0,47.0,26.0,2.0
Coimbatore,2015-11-03,23.0,33.0,29.0,3.0
Coimbatore,2015-11-06,48.0,54.0,27.0,4.0
Coimbatore,2015-11-13,40.0,46.0,31.0,4.0
Coimbatore,2015-11-17,36.0,41.0,24.0,4.0
Coimbatore,2015-11-20,45.0,40.0,20.0,4.0
Coimbatore,2015-11-24,20.0,50.0,25.0,3.0
Coimbatore,2015-11-27,48.0,57.0,25.0,6.0
Coimbatore,2015-12-01,49.0,40.0,22.0,5.0
Coimbatore,2015-12-04,47.0,39.0,21.0,5.0
Coimbatore,2015-05-04,38.0,37.0,25.0,4.0
Coimbatore,2015-05-07,33.0,36.0,24.0,4.0
Coimbatore,2015-05-11,16.0,45.0,25.0,4.0
Coimbatore,2015-05-21,26.0,39.0,27.0,4.0
Coimbatore,2015-05-25,20.0,34.0,26.0,6.0
Coimbatore,2015-05-28,32.0,29.0,31.0,4.0
Coimbatore,2015-06-08,8.0,35.0,23.0,4.0
Coimbatore,2015-06-11,13.0,29.0,26.0,4.0
Coimbatore,2015-06-15,8.0,29.0,25.0,4.0
Coimbatore,2015-06-18,20.0,35.0,21.0,5.0
Coimbatore,2015-06-22,16.0,27.0,38.0,4.0
Coimbatore,2015-07-13,21.0,39.0,21.0,2.0
Coimbatore,2015-07-16,59.0,70.0,26.0,4.0
Coimbatore,2015-07-20,20.0,42.0,22.0,3.0
Coimbatore,2015-07-23,15.0,31.0,27.0,3.0
Coimbatore,2015-07-27,24.0,39.0,24.0,3.0
Coimbatore,2015-08-03,31.0,25.0,25.0,2.0
Coimbatore,2015-08-06,14.0,31.0,21.0,2.0
Coimbatore,2015-08-10,17.0,21.0,25.0,2.0
Coimbatore,2015-08-13,20.0,23.0,25.0,4.0
Coimbatore,2015-08-17,26.0,29.0,27.0,3.0
Coimbatore,2015-08-24,25.0,26.0,29.0,9.0
Coimbatore,2015-08-27,26.0,34.0,29.0,4.0
Coimbatore,2015-08-31,33.0,33.0,28.0,5.0
Coimbatore,2015-10-01,40.0,27.0,24.0,3.0
Coimbatore,2015-10-05,17.0,23.0,25.0,2.0
Coimbatore,2015-10-08,17.0,18.0,21.0,3.0
Coimbatore,2015-10-12,31.0,37.0,25.0,6.0
Coimbatore,2015-10-15,47.0,56.0,25.0,5.0
Coimbatore,2015-10-19,32.0,25.0,28.0,5.0
Coimbatore,2015-10-26,42.0,38.0,30.0,3.0
Coimbatore,2015-10-29,26.0,32.0,24.0,3.0
Coimbatore,2015-11-02,15.0,25.0,27.0,3.0
Coimbatore,2015-11-05,39.0,21.0,30.0,3.0
Coimbatore,2015-11-09,43.0,57.0,25.0,3.0
Coimbatore,2015-11-12,45.0,47.0,32.0,2.0
Coimbatore,2015-11-16,31.0,32.0,32.0,3.0
Coimbatore,2015-11-19,43.0,30.0,31.0,3.0
Coimbatore,2015-11-23,20.0,25.0,23.0,4.0
Coimbatore,2015-11-26,20.0,66.0,24.0,4.0
Coimbatore,2015-11-30,35.0,59.0,23.0,3.0
Coimbatore,2015-12-07,26.0,39.0,23.0,4.0
Thoothukudi,2015-03-02,60.0,37.0,14.0,14.0
Thoothukudi,2015-03-05,50.0,60.0,15.0,14.0
Thoothukudi,2015-03-09,58.0,42.0,13.0,14.0
Thoothukudi,2015-03-12,58.0,43.0,14.0,14.0
Thoothukudi,2015-03-16,71.0,34.0,15.0,14.0
Thoothukudi,2015-03-19,85.0,91.0,14.0,10.0
Thoothukudi,2015-03-23,58.0,80.0,16.0,13.0
Thoothukudi,2015-03-26,42.0,86.0,16.0,15.0
Thoothukudi,2015-03-30,75.0,108.0,15.0,15.0
Thoothukudi,2015-05-04,50.0,95.0,20.0,16.0
Thoothukudi,2015-05-07,50.0,124.0,21.0,15.0
Thoothukudi,2015-05-11,42.0,69.0,22.0,15.0
Thoothukudi,2015-05-14,50.0,75.0,23.0,15.0
Thoothukudi,2015-05-18,61.0,157.0,22.0,16.0
Thoothukudi,2015-05-21,50.0,117.0,23.0,15.0
Thoothukudi,2015-05-25,46.0,100.0,23.0,16.0
Thoothukudi,2015-05-28,75.0,118.0,20.0,14.0
Thoothukudi,2015-06-01,50.0,117.0,21.0,14.0
Thoothukudi,2015-06-04,50.0,104.0,23.0,15.0
Thoothukudi,2015-06-08,88.0,104.0,20.0,15.0
Thoothukudi,2015-06-11,71.0,100.0,20.0,15.0
Thoothukudi,2015-06-15,46.0,116.0,21.0,16.0
Thoothukudi,2015-06-18,92.0,114.0,21.0,15.0
Thoothukudi,2015-06-22,96.0,54.0,24.0,16.0
Thoothukudi,2015-06-25,88.0,108.0,24.0,16.0
Thoothukudi,2015-06-29,54.0,49.0,22.0,16.0
Thoothukudi,2015-07-02,54.0,93.0,21.0,16.0
Thoothukudi,2015-07-06,58.0,91.0,22.0,15.0
Thoothukudi,2015-07-09,79.0,81.0,24.0,15.0
Thoothukudi,2015-07-13,71.0,123.0,21.0,16.0
Thoothukudi,2015-07-20,82.0,201.0,25.0,15.0
Thoothukudi,2015-07-23,94.0,139.0,23.0,16.0
Thoothukudi,2015-07-27,54.0,118.0,22.0,16.0
Thoothukudi,2015-08-03,60.0,94.0,23.0,16.0
Thoothukudi,2015-08-06,67.0,110.0,23.0,16.0
Thoothukudi,2015-08-10,58.0,147.0,23.0,17.0
Thoothukudi,2015-08-13,54.0,101.0,21.0,17.0
Thoothukudi,2015-08-17,60.0,140.0,23.0,17.0
Thoothukudi,2015-08-20,42.0,201.0,24.0,17.0
Thoothukudi,2015-08-24,50.0,173.0,25.0,17.0
Thoothukudi,2015-08-27,58.0,174.0,24.0,17.0
Thoothukudi,2015-08-31,46.0,151.0,25.0,17.0
Thoothukudi,2015-10-01,58.0,116.0,22.0,14.0
Thoothukudi,2015-10-05,54.0,128.0,21.0,14.0
Thoothukudi,2015-10-08,50.0,171.0,20.0,16.0
Thoothukudi,2015-10-12,36.0,128.0,21.0,14.0
Thoothukudi,2015-10-15,50.0,146.0,22.0,15.0
Thoothukudi,2015-10-26,43.0,72.0,21.0,16.0
Thoothukudi,2015-10-29,47.0,113.0,21.0,15.0
Madurai,2015-03-04,33.6,62.0,26.0,16.0
Madurai,2015-03-11,43.7,57.0,27.0,16.0
Madurai,2015-03-18,27.9,68.0,27.0,12.0
Madurai,2015-03-25,45.4,77.0,35.0,16.0
Madurai,2015-05-06,36.7,86.0,48.0,14.0
Madurai,2015-05-13,28.3,37.0,31.0,10.0
Madurai,2015-05-20,30.4,52.0,29.0,10.0
Madurai,2015-08-05,18.8,37.0,21.0,17.0
Madurai,2015-08-12,24.2,64.0,26.0,15.0
Madurai,2015-08-19,25.8,56.0,17.0,14.0
Madurai,2015-08-26,34.8,64.0,20.0,17.0
Madurai,2015-10-10,24.6,59.0,22.0,16.0
Madurai,2015-10-14,47.9,95.0,24.0,17.0
Madurai,2015-10-28,22.5,64.0,20.0,17.0
Madurai,2015-11-04,37.7,79.0,22.0,15.0
Madurai,2015-11-11,36.3,69.0,16.0,13.0
Madurai,2015-11-18,30.4,61.0,18.0,15.0
Madurai,2015-11-25,35.4,73.0,21.0,16.0
Madurai,2015-12-12,17.5,31.0,21.0,15.0
Madurai,2015-12-16,30.8,51.0,21.0,16.0
Madurai,2015-12-23,27.1,49.0,17.0,15.0
Madurai,2015-12-30,35.4,57.0,19.0,21.0
Salem,2015-03-04,27.0,56.0,34.0,15.0
Salem,2015-03-11,22.0,55.0,26.0,9.0
Salem,2015-03-18,29.0,61.0,32.0,9.0
Salem,2015-03-25,22.0,60.0,33.0,9.0
Salem,2015-05-06,19.0,59.0,30.0,8.0
Salem,2015-05-13,22.0,55.0,31.0,8.0
Salem,2015-05-20,14.0,60.0,35.0,7.0
Salem,2015-05-27,19.0,42.0,26.0,9.0
Salem,2015-07-16,12.0,53.0,26.0,8.0
Salem,2015-07-22,13.0,51.0,24.0,8.0
Salem,2015-07-29,10.0,43.0,28.0,8.0
Salem,2015-08-12,12.0,54.0,25.0,8.0
Salem,2015-08-19,14.0,47.0,33.0,8.0
Salem,2015-08-26,11.0,55.0,26.0,8.0
Salem,2015-10-07,13.0,53.0,29.0,7.0
Salem,2015-10-10,15.0,53.0,26.0,7.0
